"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","signaling","GO:0023052","0.00019987205625290763","3.6992479195560675","6493","109","60","21110","S100A12,APOA1,APOC3,MUC5AC,IGHG1,EZR,NAMPT,IGHM,HLA-DRB1,BPI,LRG1,GZMA,S100A8,RBP4,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,FCGR1A,GAPDH,KLRB1,MUC1,RALGAPA2,ANXA2,ANXA1,HSPA1A,CD59,PPIA,MMP9,STAT1,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1,TSPEAR,OAS3,CD177,IGHV3-30,SPP1,IGHG4,AREG,RND3,CCL3,IL1R2,IGHA1,FGFBP2,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2"
"GO:BP","carboxylic acid metabolic process","GO:0019752","0.0002059278429272385","3.6862849296706615","951","73","16","21110","LDHA,APOA1,APOA4,APOC3,APOC2,CD74,GAPDH,ANXA1,PKM,SLC2A3,PRKAG2,CD36,FAAH,ACSL1,ACSL3,MSRA"
"GO:BP","regulation of metabolic process","GO:0019222","0.00020720912279522776","3.6835911278244464","7345","118","69","21110","S100A12,APOA1,APOA4,APOC3,FABP4,APOA2,HP,EZR,NAMPT,APOC2,HLA-DRB1,LCN2,BPI,GZMA,ANXA3,S100A8,RBP4,BASP1,ITGAM,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,CST7,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,HSP90B1,PPIA,PSME2,MMP9,PKM,STAT1,PRDX6,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1,MIR744,HEATR1,OAS3,CD177,MAFF,SPP1,AREG,CCL3,SPON2,IL1R2,IGHA1,PF4,MMP8,CD83,SAA1,CRP,ORM1,SERPINA3,TF,APOB,SERPINA1,KNG1"
"GO:BP","complement activation","GO:0006956","0.0002216985723254562","3.654237103607085","134","128","9","21110","IGHG1,IGHM,CD59,IGHV3-30,IGHG4,IGHA1,CFH,C9,IGLC3"
"GO:BP","catabolic process","GO:0009056","0.00022710942930357793","3.643764834034341","2601","71","26","21110","LDHA,APOA1,APOA4,APOC3,APOA2,HP,EZR,APOC2,GZMA,S100A8,GAPDH,ANXA2,HSPA1A,HSP90B1,PSME2,MMP9,PKM,PRDX6,YWHAH,PDE4B,PRKAG2,CD36,FAAH,IRAK3,CEBPA,ACSL1"
"GO:BP","organophosphate ester transport","GO:0015748","0.00024012252474561906","3.6195670989438247","151","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","regulation of cellular ketone metabolic process","GO:0010565","0.0002546369867605485","3.5940785135678937","130","65","7","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1,PRKAG2"
"GO:BP","negative regulation of cholesterol transport","GO:0032375","0.00025530601416242304","3.5929389545385257","13","18","3","21110","APOC3,APOA2,APOC2"
"GO:BP","negative regulation of sterol transport","GO:0032372","0.00025530601416242304","3.5929389545385257","13","18","3","21110","APOC3,APOA2,APOC2"
"GO:BP","regulation of protein metabolic process","GO:0051246","0.0002586256154232235","3.5873284628816773","2496","74","26","21110","S100A12,APOA1,FABP4,EZR,HLA-DRB1,S100A8,PTPRC,CCL5,CD74,FCGR1A,CST7,GAPDH,MUC1,ANXA2,HSPA1A,HSP90B1,PPIA,PSME2,MMP9,PKM,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","positive regulation of leukocyte cell-cell adhesion","GO:1903039","0.00026224166079128386","3.5812983133533267","269","48","8","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","signal transduction","GO:0007165","0.0002708902991481452","3.5672065472070154","6034","109","57","21110","S100A12,APOA1,APOC3,MUC5AC,IGHG1,EZR,NAMPT,IGHM,HLA-DRB1,BPI,LRG1,GZMA,S100A8,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,FCGR1A,GAPDH,KLRB1,MUC1,RALGAPA2,ANXA1,HSPA1A,CD59,PPIA,MMP9,STAT1,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1,TSPEAR,OAS3,CD177,IGHV3-30,SPP1,IGHG4,AREG,RND3,CCL3,IL1R2,IGHA1,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2"
"GO:BP","oxoacid metabolic process","GO:0043436","0.0002810216911637312","3.551260157001889","973","73","16","21110","LDHA,APOA1,APOA4,APOC3,APOC2,CD74,GAPDH,ANXA1,PKM,SLC2A3,PRKAG2,CD36,FAAH,ACSL1,ACSL3,MSRA"
"GO:BP","positive regulation of defense response","GO:0031349","0.0002833352727193984","3.547699356316721","427","121","14","21110","S100A12,FABP4,S100A8,CCL5,NKG7,FCGR1A,HSPA1A,CD36,IRAK3,CEBPA,OAS3,CCL3,MMP8,KLRD1"
"GO:BP","plasma membrane invagination","GO:0099024","0.00028538728610063733","3.5445653784509688","138","128","9","21110","IGHG1,IGHM,ITGAM,FCGR1A,CD36,IGHV3-30,IGHG4,IGHA1,IGLC3"
"GO:BP","intestinal cholesterol absorption","GO:0030299","0.00030306814070306084","3.5184597153779635","19","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","organic acid metabolic process","GO:0006082","0.0003054417046257402","3.515071665209291","979","73","16","21110","LDHA,APOA1,APOA4,APOC3,APOC2,CD74,GAPDH,ANXA1,PKM,SLC2A3,PRKAG2,CD36,FAAH,ACSL1,ACSL3,MSRA"
"GO:BP","small molecule metabolic process","GO:0044281","0.0003065217317536726","3.5135387294779394","1865","73","22","21110","LDHA,APOA1,APOA4,APOC3,APOA2,NAMPT,APOC2,RBP4,CD74,GAPDH,ANXA1,HSPA1A,PKM,SLC2A3,PDE4B,PRKAG2,CD36,FAAH,CEBPA,ACSL1,ACSL3,MSRA"
"GO:BP","response to molecule of bacterial origin","GO:0002237","0.00036652130718864363","3.4359007732043665","352","127","13","21110","DMBT1,BPI,S100A8,CCL5,PDE4B,CD36,IRAK3,SASH1,CCL3,SPON2,PF4,APOB,PPBP"
"GO:BP","cell recognition","GO:0008037","0.0003749431055974621","3.4260346277380473","237","128","11","21110","SFTPA1,IGHG1,IGHM,FCGR1A,CD36,IGHV3-30,IGHG4,SPON2,IGHA1,CRP,IGLC3"
"GO:BP","digestive system process","GO:0022600","0.00038778729415631785","3.4114064246750493","107","27","5","21110","APOA1,APOA4,APOA2,EZR,RBP4"
"GO:BP","regulation of endocytosis","GO:0030100","0.0003888032625269745","3.410270099477457","290","129","12","21110","APOA1,APOC3,APOA2,APOC2,PTPRC,FCGR1A,ANXA2,CD36,CD177,PRTN3,TF,ACTB"
"GO:BP","membrane invagination","GO:0010324","0.0004356005116159451","3.3609116188339594","145","128","9","21110","IGHG1,IGHM,ITGAM,FCGR1A,CD36,IGHV3-30,IGHG4,IGHA1,IGLC3"
"GO:BP","negative regulation of cytokine-mediated signaling pathway","GO:0001960","0.000455522978984732","3.341489710031155","74","124","7","21110","APOA1,PTPRC,CCL5,IRAK3,OAS3,IL1R2,USP18"
"GO:BP","lipid digestion","GO:0044241","0.00048114289600672297","3.317725922106914","22","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","regulation of cytokine-mediated signaling pathway","GO:0001959","0.0004959827290125795","3.3045334461411047","152","124","9","21110","APOA1,PTPRC,CCL5,CD74,HSPA1A,IRAK3,OAS3,IL1R2,USP18"
"GO:BP","positive regulation of cellular metabolic process","GO:0031325","0.0005096200044528497","3.292753532688072","2976","86","31","21110","S100A12,APOA1,APOA4,NAMPT,APOC2,HLA-DRB1,ANXA3,ITGAM,PTPRC,CCL5,CD74,FCGR1A,MUC1,ANXA2,ANXA1,HSPA1A,PPIA,MMP9,PKM,STAT1,PRDX6,YWHAH,PRKAG2,CD36,CEBPA,ACSL1,ACSL3,SASH1,HEATR1,CD177,MAFF"
"GO:BP","myeloid leukocyte mediated immunity","GO:0002444","0.0005249159448353032","3.2799102349117737","113","122","8","21110","IGHG1,ANXA3,ITGAM,FCGR1A,CD177,CCL3,SPON2,PTGDS"
"GO:BP","intestinal lipid absorption","GO:0098856","0.0005531176669840011","3.2571824696249823","23","13","3","21110","APOA1,APOA4,APOA2"
"GO:BP","acute-phase response","GO:0006953","0.000571998443980149","3.2426051526261266","50","117","6","21110","HP,SAA1,CRP,ORM1,SERPINA3,SERPINA1"
"GO:BP","leukocyte activation involved in immune response","GO:0002366","0.0005721806138650443","3.242466860676269","298","48","8","21110","HLA-DRB1,ANXA3,ITGAM,PTPRC,NKG7,CD74,HLA-DRA,ANXA1"
"GO:BP","negative regulation of cholesterol import","GO:0060621","0.0006035881593525763","3.2192592884098286","2","13","2","21110","APOC3,APOA2"
"GO:BP","cell activation involved in immune response","GO:0002263","0.0006330838376792836","3.1985387736627016","302","48","8","21110","HLA-DRB1,ANXA3,ITGAM,PTPRC,NKG7,CD74,HLA-DRA,ANXA1"
"GO:BP","antigen receptor-mediated signaling pathway","GO:0050851","0.0006518578781750611","3.1858470813423323","253","101","10","21110","IGHG1,EZR,IGHM,HLA-DRB1,PTPRC,HLA-DPB1,PDE4B,IGHV3-30,IGHG4,IGHA1"
"GO:BP","negative regulation of response to cytokine stimulus","GO:0060761","0.000655888796769739","3.1831697872145","78","124","7","21110","APOA1,PTPRC,CCL5,IRAK3,OAS3,IL1R2,USP18"
"GO:BP","adaptive immune response","GO:0002250","0.0006974482687488435","3.156487999423679","726","128","18","21110","HLA-DQB1,IGHG1,IGHM,HLA-DRB1,PTPRC,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA,ANXA1,IGLV3-21,IGHV3-30,IGHG4,IGHA1,C9,KLRD1,IGLC3"
"GO:BP","regulation of secretion","GO:0051046","0.0007464408858222414","3.1270045804074855","623","91","14","21110","EZR,HLA-DRB1,S100A8,RBP4,ITGAM,CCL5,CD74,ANXA2,ANXA1,PPIA,RAB10,ACSL3,CD177,SPP1"
"GO:BP","myeloid leukocyte differentiation","GO:0002573","0.0007502410490133653","3.1247991773590145","225","115","10","21110","HLA-DRB1,CD74,ANXA2,MMP9,CEBPA,TSPAN2,PRTN3,CCL3,PF4,TF"
"GO:BP","positive regulation of lipid biosynthetic process","GO:0046889","0.0007760119033065539","3.1101316170140993","85","72","6","21110","APOA1,APOA4,APOC2,CD74,ANXA1,ACSL3"
"GO:BP","immunoglobulin mediated immune response","GO:0016064","0.0007912992399599116","3.1016592514105863","203","128","10","21110","IGHG1,IGHM,PTPRC,CD74,FCGR1A,IGHV3-30,IGHG4,IGHA1,C9,IGLC3"
"GO:BP","cellular response to tumor necrosis factor","GO:0071356","0.0008134458824334772","3.0896713348504283","225","116","10","21110","APOA1,FABP4,CCL5,HSPA1A,STAT1,CEBPA,CCL3,CCL4,XCL2,APOB"
"GO:BP","regulation of response to cytokine stimulus","GO:0060759","0.0008960046771582142","3.0476897233080735","163","124","9","21110","APOA1,PTPRC,CCL5,CD74,HSPA1A,IRAK3,OAS3,IL1R2,USP18"
"GO:BP","biological process involved in symbiotic interaction","GO:0044403","0.0009022299837791802","3.0446827441043403","317","105","11","21110","HLA-DRB1,CCL5,CD74,GAPDH,HSPA1A,PPIA,STOM,CCL3,LY6E,PF4,CCL4"
"GO:BP","B cell mediated immunity","GO:0019724","0.0009054461573977797","3.04313737002168","206","128","10","21110","IGHG1,IGHM,PTPRC,CD74,FCGR1A,IGHV3-30,IGHG4,IGHA1,C9,IGLC3"
"GO:BP","regulation of cellular process","GO:0050794","0.0009064616910125537","3.042650545383603","11108","130","96","21110","S100A12,APOA1,APOA4,APOC3,MUC5AC,FABP4,IGHG1,APOA2,HP,EZR,NAMPT,IGHM,APOC2,HLA-DRB1,BPI,LRG1,GZMA,ANXA3,S100A8,RBP4,BASP1,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,HLA-DPA1,FCGR1A,HLA-DRA,CST7,GAPDH,KLRB1,MUC1,ARPC4,RALGAPA2,ANXA2,ANXA1,HSPA1A,HSP90B1,CD59,PPIA,PSME2,MMP9,STOM,PKM,STAT1,PRDX6,RAB10,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1,TSPEAR,MPP7,HEATR1,OAS3,CD177,MAFF,IGHV3-30,SPP1,PRTN3,IGHG4,AREG,RND3,CCL3,IL1R2,IGHA1,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2,SAA1,CRP,CFH,TF,APOB,KNG1,KLRD1,PTGDS,OLFM4,USP18,GLUL,PPBP,IGLC3,ACTB,ATP6V0B"
"GO:BP","positive regulation of cell-cell adhesion","GO:0022409","0.0009136149324967664","3.0392368107532746","317","48","8","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","fatty acid biosynthetic process","GO:0006633","0.0009200652095760771","3.0361813909637503","157","65","7","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1,PRKAG2"
"GO:BP","immune response-regulating cell surface receptor signaling pathway","GO:0002768","0.0009582511077638515","3.0185206700173097","380","128","13","21110","IGHG1,EZR,IGHM,HLA-DRB1,PTPRC,HLA-DPB1,FCGR1A,PDE4B,IGHV3-30,IGHG4,IGHA1,KLRD1,IGLC3"
"GO:BP","lipid metabolic process","GO:0006629","0.0009959180386380842","3.001776401367336","1418","92","21","21110","APOA1,APOA4,APOC3,APOA2,APOC2,HSPG2,RBP4,CD74,ANXA1,PRDX6,YWHAH,PRKAG2,CD36,FAAH,CEBPA,ACSL1,ACSL3,ST6GALNAC3,SFTPB,SPP1,PLTP"
"GO:BP","cell communication","GO:0007154","0.0010469008418216956","2.980094450975432","6604","109","59","21110","S100A12,APOA1,APOC3,MUC5AC,IGHG1,EZR,NAMPT,IGHM,HLA-DRB1,BPI,LRG1,GZMA,S100A8,RBP4,ITGAM,PTPRC,CCL5,CXCR1,NKG7,HLA-DPB1,CD74,FCGR1A,GAPDH,KLRB1,MUC1,RALGAPA2,ANXA1,HSPA1A,CD59,PPIA,MMP9,STAT1,YWHAH,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1,TSPEAR,OAS3,CD177,IGHV3-30,SPP1,IGHG4,AREG,RND3,CCL3,IL1R2,IGHA1,FGFBP2,LY6E,PF4,CCL4,MMP8,CD83,DUSP2,XCL2"
"GO:BP","regulation of protein modification process","GO:0031399","0.0010798217531706202","2.9666479278493982","1494","74","19","21110","S100A12,APOA1,FABP4,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,MUC1,HSPA1A,HSP90B1,PPIA,MMP9,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","regulation of leukocyte mediated cytotoxicity","GO:0001910","0.001088098173260451","2.963331918808967","83","42","5","21110","HLA-DRB1,ITGAM,PTPRC,HLA-DRA,KLRB1"
"GO:BP","neutrophil activation","GO:0042119","0.0012256868077252549","2.9116204882622205","42","85","5","21110","ANXA3,ITGAM,CCL5,ANXA1,CD177"
"GO:BP","regulation of neuroinflammatory response","GO:0150077","0.0012401449629253986","2.906527546354798","34","106","5","21110","PTPRC,CST7,MMP9,CCL3,MMP8"
"GO:BP","regulation of protein phosphorylation","GO:0001932","0.0012551658453957165","2.901298886946601","1072","74","16","21110","S100A12,APOA1,FABP4,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,MMP9,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","negative regulation of molecular function","GO:0044092","0.0013321803870441826","2.8754369645098055","1001","70","15","21110","APOA1,APOC3,FABP4,APOA2,HP,GZMA,PTPRC,CST7,GAPDH,ANXA1,PPIA,MMP9,PRKAG2,IRAK3,CEBPA"
"GO:BP","positive regulation of inflammatory response","GO:0050729","0.0013350371729652665","2.874506641573615","147","106","8","21110","S100A12,FABP4,S100A8,NKG7,FCGR1A,CEBPA,CCL3,MMP8"
"GO:BP","positive regulation of viral process","GO:0048524","0.0013804972925477198","2.859964440768824","65","56","5","21110","HLA-DRB1,CCL5,CD74,PPIA,STOM"
"GO:BP","digestion","GO:0007586","0.00142636866113869","2.8457682116470955","139","27","5","21110","APOA1,APOA4,APOA2,EZR,RBP4"
"GO:BP","response to lipopolysaccharide","GO:0032496","0.0014266394606357543","2.845685767628284","333","127","12","21110","BPI,S100A8,CCL5,PDE4B,CD36,IRAK3,SASH1,CCL3,SPON2,PF4,APOB,PPBP"
"GO:BP","response to type II interferon","GO:0034341","0.0014895887357151726","2.8269336204895046","145","109","8","21110","CCL5,CD74,HLA-DPA1,GAPDH,STAT1,CCL3,CCL4,XCL2"
"GO:BP","positive regulation of lipid metabolic process","GO:0045834","0.0014994398234311566","2.8240709589649424","152","72","7","21110","APOA1,APOA4,APOA2,APOC2,CD74,ANXA1,ACSL3"
"GO:BP","humoral immune response mediated by circulating immunoglobulin","GO:0002455","0.001544548153623539","2.8111985473644805","124","128","8","21110","IGHG1,IGHM,PTPRC,IGHV3-30,IGHG4,IGHA1,C9,IGLC3"
"GO:BP","positive regulation of triglyceride metabolic process","GO:0090208","0.0015725269471352017","2.803401903662122","23","18","3","21110","APOA1,APOA4,APOC2"
"GO:BP","positive regulation of lymphocyte proliferation","GO:0050671","0.0015792494682268158","2.801549260671491","145","48","6","21110","PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","secretion","GO:0046903","0.0016408310766058264","2.7849361272187867","955","126","20","21110","EZR,HLA-DRB1,ANXA3,S100A8,RBP4,ITGAM,CCL5,NKG7,CD74,ANXA2,ANXA1,PPIA,RAB10,ACSL3,CD177,SPP1,CCL3,SAA1,PTGDS,GLUL"
"GO:BP","organic substance catabolic process","GO:1901575","0.0016630453970054408","2.7790958954588567","2157","70","22","21110","LDHA,APOA1,APOA4,APOC3,APOA2,HP,EZR,APOC2,GZMA,GAPDH,ANXA2,HSPA1A,HSP90B1,PSME2,PKM,PRDX6,YWHAH,PDE4B,PRKAG2,FAAH,IRAK3,CEBPA"
"GO:BP","positive regulation of mononuclear cell proliferation","GO:0032946","0.0017804151093247947","2.749478728774743","148","48","6","21110","PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","regulation of cholesterol import","GO:0060620","0.0018101353829513363","2.7422889423297505","3","13","2","21110","APOC3,APOA2"
"GO:BP","regulation of cell-cell adhesion","GO:0022407","0.001850295677522284","2.732758865729015","476","48","9","21110","APOA1,HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","regulation of lymphocyte proliferation","GO:0050670","0.0018672271938632574","2.7288028362886614","239","48","7","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","positive regulation of cell adhesion","GO:0045785","0.0018827045114583418","2.725217836708315","477","48","9","21110","APOA1,HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","cellular lipid catabolic process","GO:0044242","0.0018932630440411226","2.722789042328219","229","18","5","21110","APOA1,APOA4,APOC3,APOA2,APOC2"
"GO:BP","response to tumor necrosis factor","GO:0034612","0.0019040272088066562","2.7203268497802426","247","116","10","21110","APOA1,FABP4,CCL5,HSPA1A,STAT1,CEBPA,CCL3,CCL4,XCL2,APOB"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","0.0019073309085996856","2.7195739533558605","2763","74","26","21110","S100A12,APOA1,APOA4,FABP4,APOA2,NAMPT,APOC2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,HSPA1A,HSP90B1,PPIA,MMP9,PKM,PRDX6,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1"
"GO:BP","membrane organization","GO:0061024","0.001980342991029963","2.703259584379269","897","101","17","21110","APOA1,APOA4,IGHG1,APOA2,IGHM,ITGAM,PTPRC,FCGR1A,ANXA2,ANXA1,HSPA1A,CD36,TMCC1,IGHV3-30,PLTP,IGHG4,IGHA1"
"GO:BP","cell motility","GO:0048870","0.0019806038229148535","2.703202387020255","1705","129","28","21110","S100A12,APOA1,LRG1,ANXA3,S100A8,PTPRC,CCL5,CXCR1,CD74,ANXA1,PPIA,MMP9,PDE4B,SASH1,CD177,PLTP,PRTN3,RND3,CCL3,PF4,CCL4,XCL2,SAA1,TF,APOB,GLUL,PPBP,ACTB"
"GO:BP","chemokine-mediated signaling pathway","GO:0070098","0.002056058308908463","2.6869645731018057","90","127","7","21110","CCL5,CXCR1,CCL3,PF4,CCL4,XCL2,PPBP"
"GO:BP","regulation of mononuclear cell proliferation","GO:0032944","0.0020860763501435353","2.6806698004927934","243","48","7","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","regulation of kinase activity","GO:0043549","0.0021068782624660168","2.676360557636636","723","74","13","21110","S100A12,FABP4,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,PRKAG2,IRAK3,CEBPA,ACSL1,SASH1"
"GO:BP","lipoprotein metabolic process","GO:0042157","0.002180742855225703","2.6613955417301045","140","13","4","21110","APOA1,APOA4,APOC3,APOA2"
"GO:BP","positive regulation of secretion","GO:0051047","0.0022042605421651513","2.6567370734603992","322","91","10","21110","EZR,HLA-DRB1,S100A8,RBP4,ITGAM,ANXA2,PPIA,ACSL3,CD177,SPP1"
"GO:BP","viral process","GO:0016032","0.002247951132760181","2.648213133940732","423","105","12","21110","HLA-DRB1,CCL5,CD74,HSPA1A,PPIA,STOM,STAT1,ST6GALNAC3,OAS3,CCL3,LY6E,CCL4"
"GO:BP","phosphorus metabolic process","GO:0006793","0.0022683477269375553","2.6442903693935103","2788","74","26","21110","S100A12,APOA1,APOA4,FABP4,APOA2,NAMPT,APOC2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,HSPA1A,HSP90B1,PPIA,MMP9,PKM,PRDX6,PDE4B,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1"
"GO:BP","regulation of viral process","GO:0050792","0.002340964014049987","2.630605262347647","163","103","8","21110","HLA-DRB1,CCL5,CD74,PPIA,STOM,STAT1,OAS3,LY6E"
"GO:BP","superoxide metabolic process","GO:0006801","0.00244493950279186","2.6117318825234768","67","111","6","21110","APOA4,ITGAM,NCF4,CD36,CD177,CRP"
"GO:BP","regulation of signaling","GO:0023051","0.0024596406104799872","2.609128345046089","3413","109","38","21110","S100A12,APOA1,APOC3,EZR,HLA-DRB1,LRG1,S100A8,RBP4,PTPRC,CCL5,CD74,GAPDH,MUC1,RALGAPA2,ANXA2,ANXA1,HSPA1A,PPIA,MMP9,STAT1,YWHAH,PDE4B,CD36,IRAK3,SASH1,TSPEAR,OAS3,CD177,SPP1,AREG,CCL3,IL1R2,LY6E,PF4,CCL4,MMP8,DUSP2,XCL2"
"GO:BP","positive regulation of phosphate metabolic process","GO:0045937","0.002521608427320168","2.5983223527579047","860","74","14","21110","S100A12,APOC2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,MMP9,PRKAG2,CD36,ACSL1,ACSL3,SASH1"
"GO:BP","positive regulation of phosphorus metabolic process","GO:0010562","0.002521608427320168","2.5983223527579047","860","74","14","21110","S100A12,APOC2,HLA-DRB1,PTPRC,CCL5,CD74,FCGR1A,PPIA,MMP9,PRKAG2,CD36,ACSL1,ACSL3,SASH1"
"GO:BP","regulation of primary metabolic process","GO:0080090","0.0025279354600089374","2.597234018095263","5836","74","40","21110","S100A12,APOA1,APOA4,APOC3,FABP4,APOA2,EZR,NAMPT,APOC2,HLA-DRB1,GZMA,ANXA3,S100A8,BASP1,ITGAM,PTPRC,CCL5,CD74,FCGR1A,CST7,GAPDH,MUC1,ANXA2,ANXA1,HSPA1A,HSP90B1,PPIA,PSME2,MMP9,PKM,STAT1,PRDX6,YWHAH,PRKAG2,CD36,IRAK3,CEBPA,ACSL1,ACSL3,SASH1"
"GO:BP","regulation of leukocyte cell-cell adhesion","GO:1903037","0.0025791322702808793","2.588526384585571","364","48","8","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","foam cell differentiation","GO:0090077","0.002605950926497741","2.5840337668858697","36","116","5","21110","STAT1,CD36,PF4,CRP,APOB"
"GO:BP","macrophage derived foam cell differentiation","GO:0010742","0.002605950926497741","2.5840337668858697","36","116","5","21110","STAT1,CD36,PF4,CRP,APOB"
"GO:BP","monocyte chemotaxis","GO:0002548","0.0026177157415644813","2.582077515376009","69","109","6","21110","S100A12,CCL5,ANXA1,CCL3,CCL4,XCL2"
"GO:BP","neuroinflammatory response","GO:0150076","0.002633413566999785","2.5794809313376605","71","106","6","21110","ITGAM,PTPRC,CST7,MMP9,CCL3,MMP8"
"GO:BP","immune response-activating cell surface receptor signaling pathway","GO:0002429","0.0027719012210687638","2.557222250217925","352","128","12","21110","IGHG1,EZR,IGHM,HLA-DRB1,PTPRC,HLA-DPB1,PDE4B,IGHV3-30,IGHG4,IGHA1,KLRD1,IGLC3"
"GO:BP","regulation of microglial cell activation","GO:1903978","0.0030012073655136646","2.5227039963822033","18","106","4","21110","PTPRC,CST7,CCL3,MMP8"
"GO:BP","regulation of T cell activation","GO:0050863","0.0030327235098531425","2.5181671820462808","372","48","8","21110","HLA-DRB1,PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,HLA-DRA,ANXA1"
"GO:BP","negative regulation of lipid transport","GO:0032369","0.0032341396392828905","2.4902412326482994","29","18","3","21110","APOC3,APOA2,APOC2"
"GO:BP","regulation of Cdc42 protein signal transduction","GO:0032489","0.003247627156072087","2.488433835759371","8","6","2","21110","APOA1,APOC3"
"GO:BP","regulation of MAPK cascade","GO:0043408","0.0032769493932428306","2.484530265485214","672","109","15","21110","S100A12,EZR,HLA-DRB1,PTPRC,CCL5,CD74,PPIA,CD36,IRAK3,SASH1,CCL3,CCL4,MMP8,DUSP2,XCL2"
"GO:BP","positive regulation of leukocyte proliferation","GO:0070665","0.0033564898463144983","2.474114662257179","165","48","6","21110","PTPRC,CCL5,HLA-DPB1,CD74,HLA-DPA1,ANXA1"
"GO:BP","response to stilbenoid","GO:0035634","0.0033815324203203267","2.47088644443597","5","124","3","21110","APOA4,CD36,USP18"
"GO:BP","response to oxidative stress","GO:0006979","0.0034014454978632033","2.468336483447173","425","73","10","21110","APOA4,HP,ANXA1,HSPA1A,PPIA,MMP9,STAT1,PRDX6,CD36,MSRA"
"GO:BP","negative regulation of response to stimulus","GO:0048585","0.003475746031605073","2.4589519644161304","1616","124","26","21110","APOA1,EZR,HLA-DRB1,PTPRC,CCL5,CD74,CST7,MUC1,ANXA2,ANXA1,HSPA1A,CD59,PPIA,MMP9,STAT1,PDE4B,IRAK3,OAS3,SPP1,IL1R2,PF4,DUSP2,SAA1,KNG1,KLRD1,USP18"
"GO:BP","chylomicron remodeling","GO:0034371","0.0035500892677747145","2.4497607263774284","3","18","2","21110","APOA4,APOC2"
"GO:BP","regulation of lipid biosynthetic process","GO:0046890","0.0035663911766516776","2.447771023318814","173","72","7","21110","APOA1,APOA4,APOC3,APOC2,CD74,ANXA1,ACSL3"
"GO:BP","dendritic cell antigen processing and presentation","GO:0002468","0.0036075042896860517","2.4427931438142676","14","39","3","21110","HLA-DRB1,CD74,HLA-DRA"
